,,S1,the man bleeds at the weekend,close,313964276,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,the man begs at the weekend,un,2780241,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
82,sing,,Linguistic unit,P type,Image ID,Female 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,
,,Target,The girl sings by herself,target,917512,,M2_Verb_IntransitivePP_82,,F2_Verb_IntransitivePP_82,,7,6,1,
,,P1,The girl swings by herself,mp,49071878,,,,,,,,,
,,P2,The girl rings by herself,mp,26515435,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,The girl laughs by herself,coord,45387273,,,,,,,,,
,,S2,The girl dances by herself,assoc,40811971,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,The girl jumps by herself,un,37824493,,,,,,,,,
,,,,,,,,,,,,,,
86,float,,Linguistic unit,P type,Image ID,Female 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,
,,Target,The man floats on his own,target,143702194,,M2_Verb_IntransitivePP_86,,F2_Verb_IntransitivePP_86,,5,6,1,
,,P1,the man boats on his own,mp,331319549,,,,,,,,,
,,P2,the man flies on his own,distant,30873232,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,The man dives on his own,assoc,96072599,,,,,,,,,
,,S2,The man dries on his own,assoc,236457589,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,the man swims on his own,un,142342759,,,,,,,,,
,,,,,,,,,,,,,,
90,brake,,Linguistic unit,P type,Image ID,Female 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,
,,Target,The person brakes with their hand,target,286954073,,M2_Verb_IntransitivePP_90,,F2_Verb_IntransitivePP_90,,4,4,1,
